species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,49.056539,-123.656036,6.0,,
Arbutus menziesii,37.24338,-122.212801,64.0,,
Arbutus menziesii,48.433255,-123.532687,32.0,,
Arbutus menziesii,48.469173,-123.305123,4.0,,
Arbutus menziesii,37.025831,-122.045586,10.0,,
Arbutus menziesii,48.455458,-123.486267,165.0,,
Arbutus menziesii,37.80845,-122.161203,4.0,,
Arbutus menziesii,43.84655,-122.747637,4.0,,
Arbutus menziesii,49.313022,-124.273087,7.0,,
Arbutus menziesii,40.096702,-121.587224,104.0,,
Arbutus menziesii,47.565199,-122.17844,31.0,,
Arbutus menziesii,37.818062,-122.1447,16.0,,
Arbutus menziesii,48.462983,-123.4647,4.0,,
Arbutus menziesii,45.490044,-122.655369,3.0,,
Arbutus menziesii,37.929312,-122.579012,4.0,,
Arbutus menziesii,47.807758,-122.817658,10.0,,
Arbutus menziesii,48.833098,-123.500152,9.0,,
Arbutus menziesii,48.432297,-123.463473,8.0,,
Arbutus menziesii,41.894353,-123.782272,21.0,,
Arbutus menziesii,48.479126,-123.54324,61.0,,
Arbutus menziesii,47.582103,-122.637672,108.0,,
Arbutus menziesii,48.456342,-123.403405,3.0,,
Arbutus menziesii,39.821081,-121.644542,295.0,,
Arbutus menziesii,37.442485,-122.302109,32.0,,
Arbutus menziesii,49.392962,-123.463068,4.0,,
Arbutus menziesii,41.753769,-123.354801,10.0,,
Arbutus menziesii,48.46136,-123.304551,23.0,,
Arbutus menziesii,37.347637,-122.20443,6.0,,
Arbutus menziesii,49.336891,-123.409035,5.0,,
Arbutus menziesii,38.618702,-122.832383,5.0,,
Arbutus menziesii,48.490989,-122.69319,153.0,,
Arbutus menziesii,47.474772,-122.239433,306.0,,
Arbutus menziesii,48.417402,-123.361798,35.0,,
Arbutus menziesii,48.43376,-123.45261,2.0,,
Arbutus menziesii,47.661467,-122.415768,65.0,,
Arbutus menziesii,49.042257,-123.75067,15.0,,
Arbutus menziesii,48.931189,-123.480427,87.0,,
Arbutus menziesii,36.286953,-121.801995,6.0,,
Arbutus menziesii,49.340488,-123.269562,4.0,,
Arbutus menziesii,37.360328,-122.190585,5.0,,
Arbutus menziesii,48.725045,-122.303658,200.0,,
Arbutus menziesii,36.999144,-122.063088,10.0,,
Arbutus menziesii,39.728572,-123.647187,42.0,,
Arbutus menziesii,37.314693,-122.160591,6.0,,
Arbutus menziesii,48.944713,-123.512475,80.0,,
Arbutus menziesii,42.923844,-123.479669,9.0,,
Arbutus menziesii,48.773383,-123.095553,54.0,,
Arbutus menziesii,48.507562,-123.537553,10.0,,
Arbutus menziesii,48.514197,-122.602753,4.0,,
Arbutus menziesii,48.42298,-123.243155,5.0,,
Arbutus menziesii,48.894718,-123.408077,60.0,,
Arbutus menziesii,48.323301,-123.63649,21.0,,
Arbutus menziesii,37.469167,-122.287797,5.0,,
Arbutus menziesii,48.408126,-122.644802,4.0,,
Arbutus menziesii,37.288667,-122.154494,4.0,,
Arbutus menziesii,38.448403,-122.642818,5.0,,
Arbutus menziesii,48.557455,-122.870244,7.0,,
Arbutus menziesii,48.491158,-123.344367,6.0,,
Arbutus menziesii,49.242553,-124.352592,32.0,,
Arbutus menziesii,48.792938,-123.520745,12.0,,
Arbutus menziesii,38.028195,-122.169937,4.0,,
Arbutus menziesii,48.459363,-123.29553,8.0,,
Arbutus menziesii,45.449222,-122.868753,33.0,,
Arbutus menziesii,38.107753,-122.883844,162.0,,
Arbutus menziesii,38.528034,-122.497482,68.0,,
Arbutus menziesii,37.146984,-122.124807,10.0,,
Arbutus menziesii,37.910744,-122.607112,9.0,,
Arbutus menziesii,48.472847,-123.376869,40.0,,
Arbutus menziesii,34.501225,-119.8395,65.0,,
Arbutus menziesii,47.6609,-122.327173,3.0,,
Arbutus menziesii,47.782503,-122.278808,4.0,,
Arbutus menziesii,48.597904,-122.944264,6.0,,
Arbutus menziesii,48.435557,-123.256085,488.0,,
Arbutus menziesii,47.669973,-122.302907,70.0,,
Arbutus menziesii,47.072988,-122.977741,5.0,,
Arbutus menziesii,37.253003,-122.041664,6.0,,
Arbutus menziesii,36.988935,-122.043218,4.0,,
Arbutus menziesii,48.090575,-122.878225,65.0,,
Arbutus menziesii,48.797809,-123.201173,20.0,,
Arbutus menziesii,48.513222,-123.529725,6.0,,
Arbutus menziesii,37.02461,-122.044655,7.0,,
Arbutus menziesii,37.394001,-122.266087,357.0,,
Arbutus menziesii,36.641028,-121.826314,7.0,,
Arbutus menziesii,48.463872,-123.312378,10.0,,
Arbutus menziesii,49.021979,-123.826222,273.0,,
Arbutus menziesii,38.399896,-120.642669,13.0,,
Arbutus menziesii,38.44113,-120.523892,4.0,,
Arbutus menziesii,43.759724,-122.471816,14.0,,
Arbutus menziesii,42.166028,-122.680275,10.0,,
Arbutus menziesii,38.576263,-122.716287,6.0,,
Arbutus menziesii,47.630686,-122.294734,4.0,,
Arbutus menziesii,47.736053,-122.649462,6.0,,
Arbutus menziesii,48.459747,-123.311828,8.0,,
Arbutus menziesii,43.9959,-122.948414,344.0,,
Arbutus menziesii,48.463797,-123.310726,12.0,,
Arbutus menziesii,37.06418,-122.042017,5.0,,
Arbutus menziesii,49.081914,-123.705969,5.0,,
Arbutus menziesii,43.586087,-124.185792,3.0,,
Arbutus menziesii,46.858833,-122.285692,34.0,,
Arbutus menziesii,47.54928,-122.254589,7.0,,
Arbutus menziesii,37.425342,-122.352302,191.0,,
Arbutus menziesii,48.772344,-123.091739,95.0,,
Arbutus menziesii,48.649867,-123.739036,10.0,,
Arbutus menziesii,38.442209,-122.489053,9.0,,
Arbutus menziesii,48.517179,-123.488064,185.0,,
Arbutus menziesii,48.439547,-123.297378,4.0,,
Arbutus menziesii,48.019047,-122.793853,20.0,,
Arbutus menziesii,38.029578,-120.396238,4.0,,
Arbutus menziesii,49.259604,-123.249056,32.0,,
Arbutus menziesii,48.442658,-123.554938,9.0,,
Arbutus menziesii,49.37698,-123.270645,4.0,,
Arbutus menziesii,36.760937,-121.502913,4.0,,
Arbutus menziesii,48.321717,-123.635903,6.0,,
Arbutus menziesii,48.478507,-123.377699,50.0,,
Arbutus menziesii,38.982671,-123.118585,100.0,,
Arbutus menziesii,37.360253,-122.234238,4.0,,
Arbutus menziesii,48.468831,-123.468192,4.0,,
Arbutus menziesii,37.049694,-122.129911,4.0,,
Arbutus menziesii,48.416775,-123.362469,8.0,,
Arbutus menziesii,44.669057,-123.133775,170.0,,
Arbutus menziesii,38.73823,-123.485388,5.0,,
Arbutus menziesii,35.448713,-120.689553,4.0,,
Arbutus menziesii,37.765922,-122.48053,30.0,,
Arbutus menziesii,38.56991,-122.68941,10.0,,
Arbutus menziesii,37.312947,-122.185167,8.0,,
Arbutus menziesii,48.852341,-123.549118,2.0,,
Arbutus menziesii,37.245269,-122.145843,26.0,,
Arbutus menziesii,35.448728,-120.689597,4.0,,
Arbutus menziesii,47.621455,-122.522925,65.0,,
Arbutus menziesii,37.875123,-122.225159,9.0,,
Arbutus menziesii,48.495371,-123.338084,5.0,,
Arbutus menziesii,38.341061,-122.514564,5.0,,
Arbutus menziesii,50.030645,-124.998994,16.0,,
Arbutus menziesii,38.019781,-122.65352,48.0,,
Arbutus menziesii,37.945873,-122.592798,72.0,,
Arbutus menziesii,47.81812,-122.649936,10.0,,
Arbutus menziesii,38.527675,-122.754056,8.0,,
Arbutus menziesii,48.516627,-123.529951,4.0,,
Arbutus menziesii,39.180195,-120.7919,10.0,,
Arbutus menziesii,37.393825,-122.263605,48.0,,
Arbutus menziesii,39.08268,-120.950379,20.0,,
Arbutus menziesii,43.277487,-123.388181,10.0,,
Arbutus menziesii,47.200763,-122.889472,36.0,,
Arbutus menziesii,37.182187,-121.522055,5.0,,
Arbutus menziesii,37.933104,-122.289901,9.0,,
Arbutus menziesii,38.001008,-122.461715,192.0,,
Arbutus menziesii,37.421872,-122.353622,10.0,,
Arbutus menziesii,48.463491,-123.320726,42.0,,
Arbutus menziesii,48.439466,-123.297277,11.0,,
Arbutus menziesii,47.057866,-122.750103,7.0,,
Arbutus menziesii,48.748775,-123.227918,9.0,,
Arbutus menziesii,38.414862,-120.632308,4.0,,
Arbutus menziesii,37.332099,-122.173557,65.0,,
Arbutus menziesii,48.648814,-123.748078,7.0,,
Arbutus menziesii,42.82183,-123.403057,6.0,,
Arbutus menziesii,39.073772,-123.473969,5.0,,
Arbutus menziesii,48.317115,-123.639983,31.0,,
Arbutus menziesii,44.020003,-123.107204,65.0,,
Arbutus menziesii,37.410622,-122.26365,64.0,,
Arbutus menziesii,37.96316,-122.623075,59.0,,
Arbutus menziesii,42.101179,-123.408408,6.0,,
Arbutus menziesii,38.342698,-122.526566,5.0,,
Arbutus menziesii,37.996256,-122.590497,9.0,,
Arbutus menziesii,48.559405,-123.502547,4.0,,
Arbutus menziesii,49.313014,-124.241403,120.0,,
Arbutus menziesii,48.454937,-123.480669,115.0,,
Arbutus menziesii,47.563295,-122.160203,8.0,,
Arbutus menziesii,48.649747,-123.738792,17.0,,
Arbutus menziesii,37.022737,-122.085485,106.0,,
Arbutus menziesii,38.554629,-122.23049,270.0,,
Arbutus menziesii,48.018887,-122.773346,35.0,,
Arbutus menziesii,48.462914,-123.3122,298.0,,
Arbutus menziesii,37.22537,-122.053192,3.0,,
Arbutus menziesii,45.443204,-122.852899,10.0,,
Arbutus menziesii,42.635935,-123.377409,61.0,,
Arbutus menziesii,36.403284,-121.891569,5.0,,
Arbutus menziesii,37.921151,-122.179508,122.0,,
Arbutus menziesii,48.566534,-123.494089,17.0,,
Arbutus menziesii,37.252121,-122.041534,4.0,,
Arbutus menziesii,48.446037,-123.4085,35.0,,
Arbutus menziesii,44.877812,-123.137743,62.0,,
Arbutus menziesii,39.743647,-121.811097,5.0,,
Arbutus menziesii,49.071822,-123.699486,6.0,,
Arbutus menziesii,36.985597,-122.062715,7.0,,
Arbutus menziesii,48.416965,-122.663872,4.0,,
Arbutus menziesii,37.406559,-122.259547,10.0,,
Arbutus menziesii,36.38102,-121.549133,5.0,,
Arbutus menziesii,38.465405,-122.708196,5.0,,
Arbutus menziesii,47.67087,-122.305011,391.0,,
Arbutus menziesii,35.285584,-120.681437,8.0,,
Arbutus menziesii,48.412638,-123.361708,16.0,,
Arbutus menziesii,48.690469,-123.484467,8.0,,
Arbutus menziesii,37.359841,-122.215713,100.0,,
Arbutus menziesii,38.600517,-122.46457,4.0,,
Arbutus menziesii,44.70422,-123.21374,8.0,,
Arbutus menziesii,38.570788,-122.424171,32.0,,
Arbutus menziesii,48.073498,-123.773207,10.0,,
Arbutus menziesii,36.978431,-122.10385,117.0,,
Arbutus menziesii,49.647759,-124.043813,48.0,,
Arbutus menziesii,44.928812,-123.033355,5.0,,
Arbutus menziesii,48.59183,-122.67473,61.0,,
Arbutus menziesii,36.75965,-121.502992,26.0,,
Arbutus menziesii,37.926127,-122.539845,5.0,,
Arbutus menziesii,48.454484,-123.273807,6.0,,
Arbutus menziesii,47.047486,-122.822197,6.0,,
Arbutus menziesii,48.479642,-123.536408,267.0,,
Arbutus menziesii,36.773432,-121.476672,5.0,,
Arbutus menziesii,39.719113,-123.650265,222.0,,
Arbutus menziesii,37.981314,-122.507632,15.0,,
Arbutus menziesii,37.360256,-122.190164,3.0,,
Arbutus menziesii,36.760222,-121.50322,5.0,,
Arbutus menziesii,42.516124,-123.365564,87.0,,
Arbutus menziesii,48.480513,-123.503817,4.0,,
Arbutus menziesii,48.690445,-123.48455,8.0,,
Arbutus menziesii,37.00507,-122.057381,26.0,,
Arbutus menziesii,48.794377,-123.310943,181.0,,
Arbutus menziesii,37.442657,-122.292572,4.0,,
Arbutus menziesii,37.041374,-122.054619,58.0,,
Arbutus menziesii,47.046249,-122.935619,66.0,,
Arbutus menziesii,45.449686,-122.872347,3.0,,
Arbutus menziesii,47.651877,-122.314919,65.0,,
Arbutus menziesii,39.2924,-121.095764,4.0,,
Arbutus menziesii,37.084285,-121.795041,5.0,,
Arbutus menziesii,44.639203,-123.236998,5.0,,
Arbutus menziesii,48.458113,-123.47853,339.0,,
Arbutus menziesii,49.226644,-123.94696,45.0,,
Arbutus menziesii,48.136814,-122.763855,3.0,,
Arbutus menziesii,48.082579,-122.609476,24.0,,
Arbutus menziesii,48.526248,-123.51054,61.0,,
Arbutus menziesii,48.838074,-123.284032,32.0,,
Arbutus menziesii,48.506178,-123.414611,65.0,,
Arbutus menziesii,37.953386,-122.532599,47.0,,
Arbutus menziesii,48.408061,-122.644794,26.0,,
Arbutus menziesii,38.011092,-122.617764,31.0,,
Arbutus menziesii,48.486427,-123.347408,32.0,,
Arbutus menziesii,48.32503,-123.636262,97.0,,
Arbutus menziesii,38.92958,-121.038261,6.0,,
Arbutus menziesii,38.417147,-122.588556,5.0,,
Arbutus menziesii,37.005145,-121.977785,221.0,,
Arbutus menziesii,37.227703,-122.105347,4.0,,
Arbutus menziesii,37.296531,-122.146964,10.0,,
Arbutus menziesii,48.461394,-123.302557,10.0,,
Arbutus menziesii,48.847482,-123.283626,65.0,,
Arbutus menziesii,48.630392,-123.466168,97.0,,
Arbutus menziesii,47.565205,-122.159733,4.0,,
Arbutus menziesii,39.339336,-121.265627,19.0,,
Arbutus menziesii,38.736856,-123.482436,5.0,,
Arbutus menziesii,38.932184,-121.03627,53.0,,
Arbutus menziesii,48.479503,-123.535338,4.0,,
Arbutus menziesii,48.492171,-123.352542,10.0,,
Arbutus menziesii,48.802634,-123.440136,16.0,,
Arbutus menziesii,40.697219,-123.036076,14.0,,
Arbutus menziesii,49.071117,-123.905555,24.0,,
Arbutus menziesii,39.029806,-123.29332,4.0,,
Arbutus menziesii,39.161905,-123.227377,216.0,,
Arbutus menziesii,48.491685,-123.352531,8.0,,
Arbutus menziesii,48.508732,-123.534988,5.0,,
Arbutus menziesii,38.066728,-122.851105,4.0,,
Arbutus menziesii,38.83547,-122.722608,5.0,,
Arbutus menziesii,47.504062,-123.314526,20.0,,
Arbutus menziesii,44.604185,-123.284059,134.0,,
Arbutus menziesii,35.359505,-120.625459,6.0,,
Arbutus menziesii,38.527155,-122.368737,4.0,,
Arbutus menziesii,43.242905,-123.454682,10.0,,
Arbutus menziesii,37.066217,-122.054642,4.0,,
Arbutus menziesii,37.186799,-122.215769,37.0,,
Arbutus menziesii,37.828741,-122.175079,8.0,,
Arbutus menziesii,48.461173,-123.306942,22.0,,
Arbutus menziesii,47.310644,-122.524981,8.0,,
Arbutus menziesii,38.001255,-122.491071,190.0,,
Arbutus menziesii,37.957632,-122.258668,78.0,,
Arbutus menziesii,38.354672,-122.540558,10.0,,
Arbutus menziesii,48.545275,-123.585559,8.0,,
Arbutus menziesii,49.246995,-123.043328,4.0,,
Arbutus menziesii,48.47569,-123.300712,122.0,,
Arbutus menziesii,47.65443,-122.41033,5.0,,
Arbutus menziesii,48.661667,-122.985527,6.0,,
Arbutus menziesii,39.060005,-123.518062,137.0,,
Arbutus menziesii,39.215364,-121.071857,51.0,,
Arbutus menziesii,49.157504,-123.96823,109.0,,
Arbutus menziesii,38.569763,-122.689526,35.0,,
Arbutus menziesii,46.839233,-122.342941,10.0,,
Arbutus menziesii,37.089659,-121.882914,5.0,,
Arbutus menziesii,37.815107,-122.172003,52.0,,
Arbutus menziesii,37.159172,-121.876999,440.0,,
Arbutus menziesii,48.492353,-123.344763,15.0,,
Arbutus menziesii,48.514758,-123.150424,10.0,,
Arbutus menziesii,48.492048,-122.692207,25.0,,
Arbutus menziesii,48.474613,-123.304055,5.0,,
Arbutus menziesii,38.638266,-122.857261,41.0,,
Arbutus menziesii,47.667253,-122.346838,12.0,,
Arbutus menziesii,48.459868,-123.275255,48.0,,
Arbutus menziesii,37.455613,-122.247555,16.0,,
Arbutus menziesii,47.248047,-122.547753,103.0,,
Arbutus menziesii,38.851608,-123.265472,5.0,,
Arbutus menziesii,48.75832,-123.410387,16.0,,
Arbutus menziesii,38.000651,-120.133125,9.0,,
Arbutus menziesii,49.781308,-124.132958,4.0,,
Arbutus menziesii,36.761437,-121.506067,4.0,,
Arbutus menziesii,48.464917,-123.545319,19.0,,
Arbutus menziesii,47.549251,-122.254289,5.0,,
Arbutus menziesii,48.822318,-123.209002,26.0,,
Arbutus menziesii,38.709577,-120.54826,61.0,,
Arbutus menziesii,48.533337,-123.383942,16.0,,
Arbutus menziesii,37.328013,-122.180563,36.0,,
Arbutus menziesii,48.511179,-123.574416,23.0,,
Arbutus menziesii,48.513678,-122.599431,7.0,,
Arbutus menziesii,37.84907,-121.927471,61.0,,
Arbutus menziesii,48.615872,-123.148822,61.0,,
Arbutus menziesii,40.888333,-123.595588,5.0,,
Arbutus menziesii,37.268786,-122.141986,8.0,,
Arbutus menziesii,37.005145,-121.977785,221.0,,
Arbutus menziesii,37.841006,-122.192073,40.0,,
Arbutus menziesii,43.478961,-123.477626,6.0,,
Arbutus menziesii,48.412721,-123.361861,5.0,,
Arbutus menziesii,37.359861,-122.191142,15.0,,
Arbutus menziesii,38.563134,-122.798362,488.0,,
Arbutus menziesii,49.192303,-123.86058,305.0,,
Arbutus menziesii,48.964287,-123.551177,61.0,,
Arbutus menziesii,42.1886,-122.718222,48.0,,
Arbutus menziesii,48.40777,-122.644303,4.0,,
Arbutus menziesii,41.118277,-123.528469,31.0,,
Arbutus menziesii,49.01043,-123.574832,9.0,,
Arbutus menziesii,37.203403,-121.546433,4.0,,
Arbutus menziesii,41.850612,-123.906884,15.0,,
Arbutus menziesii,37.825313,-122.177833,3.0,,
Arbutus menziesii,48.876705,-124.21928,61.0,,
Arbutus menziesii,37.021729,-122.038849,246.0,,
Arbutus menziesii,48.799148,-123.534164,18.0,,
Arbutus menziesii,39.352397,-123.558048,263.0,,
Arbutus menziesii,48.400406,-122.645898,72.0,,
Arbutus menziesii,42.466656,-122.88285,4.0,,
Arbutus menziesii,48.473589,-123.525631,104.0,,
Arbutus menziesii,48.469253,-123.303812,24.0,,
Arbutus menziesii,45.890563,-122.811717,8.0,,
Arbutus menziesii,47.770089,-122.277639,152.0,,
Arbutus menziesii,49.044931,-123.845588,162.0,,
Arbutus menziesii,50.009742,-124.813522,6.0,,
Arbutus menziesii,48.4593,-123.478425,12.0,,
Arbutus menziesii,44.121072,-123.299873,181.0,,
Arbutus menziesii,37.999503,-122.708245,10.0,,
Arbutus menziesii,37.290563,-122.253724,4.0,,
Arbutus menziesii,37.365475,-122.219576,12.0,,
Arbutus menziesii,37.470844,-122.277297,5.0,,
Arbutus menziesii,48.439509,-123.297422,32.0,,
Arbutus menziesii,49.118258,-123.686386,5.0,,
Arbutus menziesii,37.921588,-122.172462,485.0,,
Arbutus menziesii,44.897061,-123.074111,8.0,,
Arbutus menziesii,48.522942,-123.369261,65.0,,
Arbutus menziesii,37.846742,-121.889672,5.0,,
Arbutus menziesii,48.704528,-123.631809,65.0,,
Arbutus menziesii,37.160505,-121.898567,193.0,,
Arbutus menziesii,37.571955,-122.481688,4.0,,
Arbutus menziesii,37.062811,-122.036994,30.0,,
Arbutus menziesii,48.51485,-123.1504,8.0,,
Arbutus menziesii,49.238186,-123.132318,32.0,,
Arbutus menziesii,47.214989,-122.400763,125.0,,
Arbutus menziesii,38.487034,-122.701989,5.0,,
Arbutus menziesii,38.008819,-122.491792,14.0,,
Arbutus menziesii,48.477178,-122.590408,5.0,,
Arbutus menziesii,45.360782,-122.6176,195.0,,
Arbutus menziesii,44.053395,-123.064543,328.0,,
Arbutus menziesii,49.074572,-123.655433,4.0,,
Arbutus menziesii,37.40585,-122.238954,4.0,,
Arbutus menziesii,36.378138,-121.672905,8.0,,
Arbutus menziesii,39.323805,-122.953828,3.0,,
Arbutus menziesii,49.517094,-124.587006,50.0,,
Arbutus menziesii,36.487156,-121.75242,190.0,,
Arbutus menziesii,38.960313,-120.946717,122.0,,
Arbutus menziesii,40.825645,-123.484388,4.0,,
Arbutus menziesii,48.43632,-123.451284,7.0,,
Arbutus menziesii,42.099333,-123.409477,84.0,,
Arbutus menziesii,37.216935,-122.069733,193.0,,
Arbutus menziesii,49.018947,-123.822235,9.0,,
Arbutus menziesii,48.441238,-123.554998,13.0,,
Arbutus menziesii,37.475263,-122.28498,33.0,,
Arbutus menziesii,47.474562,-122.241766,15.0,,
Arbutus menziesii,48.604763,-122.827531,5.0,,
Arbutus menziesii,48.857463,-123.61785,16.0,,
Arbutus menziesii,39.206264,-120.968689,19.0,,
Arbutus menziesii,48.67747,-123.040508,209.0,,
Arbutus menziesii,49.306125,-124.254121,5.0,,
Arbutus menziesii,39.443891,-122.950787,31.0,,
Arbutus menziesii,44.605133,-123.284469,5.0,,
Arbutus menziesii,48.466737,-123.396722,32.0,,
Arbutus menziesii,37.938808,-122.544771,3.0,,
Arbutus menziesii,37.282238,-122.159042,5.0,,
Arbutus menziesii,48.440504,-123.295787,305.0,,
Arbutus menziesii,48.839731,-124.120719,3.0,,
Arbutus menziesii,37.884255,-122.592828,7.0,,
Arbutus menziesii,49.331195,-123.266358,8.0,,
Arbutus menziesii,38.772272,-120.69812,4.0,,
Arbutus menziesii,48.493422,-123.348913,89.0,,
Arbutus menziesii,48.112943,-122.772681,94.0,,
Arbutus menziesii,37.083081,-122.242201,5.0,,
Arbutus menziesii,38.352652,-122.524263,5.0,,
Arbutus menziesii,38.009364,-122.491797,6.0,,
Arbutus menziesii,49.738242,-125.563722,11.0,,
Arbutus menziesii,49.240587,-124.095336,5.0,,
Arbutus menziesii,48.141406,-123.191221,5.0,,
Arbutus menziesii,47.7112,-122.8872,4.0,,
Arbutus menziesii,37.406099,-122.242716,349.0,,
Arbutus menziesii,48.449512,-123.462605,12.0,,
Arbutus menziesii,48.610352,-123.144343,6.0,,
Arbutus menziesii,49.451321,-124.165237,40.0,,
Arbutus menziesii,48.462667,-123.311103,10.0,,
Arbutus menziesii,47.130886,-122.904427,10.0,,
Arbutus menziesii,48.464159,-123.314483,14.0,,
Arbutus menziesii,37.032584,-121.753498,235.0,,
Arbutus menziesii,44.153682,-122.334507,14.0,,
Arbutus menziesii,49.201551,-123.945767,122.0,,
Arbutus menziesii,37.94829,-122.135467,208.0,,
Arbutus menziesii,37.053106,-122.133819,5.0,,
Arbutus menziesii,48.465931,-123.467119,9.0,,
Arbutus menziesii,37.192908,-121.548438,5.0,,
Arbutus menziesii,48.49508,-123.34034,16.0,,
Arbutus menziesii,48.895781,-123.406736,244.0,,
Arbutus menziesii,37.327981,-122.177842,5.0,,
Arbutus menziesii,45.459598,-122.642125,5.0,,
Arbutus menziesii,37.015165,-121.700619,399.0,,
Arbutus menziesii,37.894379,-122.24702,31.0,,
Arbutus menziesii,37.829865,-122.186798,335.0,,
Arbutus menziesii,49.517364,-124.586333,5.0,,
Arbutus menziesii,49.208767,-124.038872,65.0,,
Arbutus menziesii,44.919746,-123.077816,274.0,,
Arbutus menziesii,38.355743,-122.540973,8.0,,
Arbutus menziesii,48.464058,-123.31382,9.0,,
Arbutus menziesii,45.448655,-122.626488,4.0,,
Arbutus menziesii,40.260231,-124.110519,7.0,,
Arbutus menziesii,37.913183,-122.269164,10.0,,
Arbutus menziesii,48.815483,-123.308436,24.0,,
Arbutus menziesii,39.14402,-120.787217,5.0,,
Arbutus menziesii,39.20887,-121.055625,4.0,,
Arbutus menziesii,37.818205,-122.166564,5.0,,
Arbutus menziesii,39.55055,-123.425288,5.0,,
Arbutus menziesii,48.928232,-123.468041,4.0,,
Arbutus menziesii,38.467919,-122.533722,4.0,,
Arbutus menziesii,47.655361,-122.411649,8.0,,
Arbutus menziesii,36.468863,-121.856909,176.0,,
Arbutus menziesii,37.807579,-122.152513,267.0,,
Arbutus menziesii,37.386483,-122.29981,32.0,,
Arbutus menziesii,38.529846,-122.756461,5.0,,
Arbutus menziesii,42.277569,-123.647045,4.0,,
Arbutus menziesii,49.517645,-124.597888,76.0,,
Arbutus menziesii,48.457848,-123.323529,178.0,,
Arbutus menziesii,37.81353,-122.168938,4.0,,
Arbutus menziesii,47.527526,-122.396748,9.0,,
Arbutus menziesii,38.561981,-122.804566,10.0,,
Arbutus menziesii,48.404044,-122.634203,4.0,,
Arbutus menziesii,37.798513,-122.147068,5.0,,
Arbutus menziesii,44.089566,-123.352145,11.0,,
Arbutus menziesii,48.719047,-123.371467,5.0,,
Arbutus menziesii,38.782344,-120.637733,10.0,,
Arbutus menziesii,38.744032,-120.644996,92.0,,
